ID#	1							
Name	2_3-dinor-8-iso-PGF2a							
	Data Filename	Sample Type	Ret. Time	Area	S/N	ISTD Area	ISTD Ret.Time	Date Acquired
45	S023_A1.lcd	Unknown	3,519	2207	11,75	-----	-----	13/03/15 15:07
46	S025_A1.lcd	Unknown	3,52	1626	15,16	5772	4,618	13/03/15 01:54
47	S027_A1.lcd	Unknown	3,544	1628	10,1	6972	4,624	13/03/15 02:37
48	S028_A1.lcd	Unknown	3,518	1668	19,11	14022	4,638	13/03/15 18:57
49	S030_A1.lcd	Unknown	3,545	1904	13,13	8443	4,61	13/03/15 04:04
50	S034_A1.lcd	Unknown	3,538	1222	7	5037	4,42	13/03/15 07:40
51	S040_A1.lcd	Unknown	3,545	1976	10,92	9200	4,601	13/03/15 07:54
52	S043_A1.lcd	Unknown	3,37	481	3,15	20833	4,444	13/03/15 08:09
53	S047_A1.lcd	Unknown	3,526	2246	11,94	5458	4,663	13/03/15 18:28
54	S053_A1.lcd	Unknown	3,525	1622	8,1	2818	4,72	13/03/15 13:26
55	S053_B1.lcd	Unknown	3,535	1246	7,58	6822	4,76	13/03/15 07:26
56	S058_A1.lcd	Unknown	3,527	967	9,57	5293	4,4	13/03/15 13:55
57	S062_A1.lcd	Unknown	3,531	1705	9,04	20204	4,397	13/03/15 10:33
58	S065_A1.lcd	Unknown	3,527	1342	6,76	10769	4,404	13/03/15 12:57
59	S066_A1.lcd	Unknown	3,538	1072	4,67	7733	4,615	13/03/15 04:33
60	S069_A1.lcd	Unknown	3,54	1232	7,68	9224	4,694	13/03/15 05:02
61	S069_B1.lcd	Unknown	3,516	1024	4,76	8294	4,657	13/03/15 15:50
62	S072_A1.lcd	Unknown	3,518	1428	4,92	6024	4,672	12/03/15 23:59
63	S075_A1.lcd	Unknown	3,502	935	5,19	23276	4,795	13/03/15 00:28
64	S079_A1.lcd	Unknown	3,547	1027	9,61	5461	4,747	13/03/15 02:08
65	S084_A1.lcd	Unknown	3,534	2567	17,31	30820	4,406	13/03/15 12:28
66	S086_A1.lcd	Unknown	3,521	1416	5,62	15729	4,415	13/03/15 08:52
67	S093_A1.lcd	Unknown	3,523	1728	11,58	9091	4,403	13/03/15 10:48
68	S095_A1.lcd	Unknown	3,522	1008	8,39	6571	4,709	13/03/15 06:28
69	S097_A1.lcd	Unknown	3,516	1917	7,88	7468	4,618	13/03/15 14:23
70	S099_A1.lcd	Unknown	3,365	608	1,65	12604	4,619	13/03/15 11:45
71	S100_A1.lcd	Unknown	3,549	1327	10,6	6276	4,616	13/03/15 16:19
72	S101_A1.lcd	Unknown	3,365	364	2,89	7436	4,714	13/03/15 06:42
73	S102_A1.lcd	Unknown	3,547	2567	13,27	7495	4,75	13/03/15 05:45
74	S104_A1.lcd	Unknown	3,543	1772	8,06	8703	4,437	13/03/15 04:47
75	S105_A1.lcd	Unknown	3,536	1083	6,18	10337	4,403	13/03/15 15:35
76	S105_B1.lcd	Unknown	3,533	935	7,27	6478	4,424	13/03/15 05:16
77	S106_A1.lcd	Unknown	3,554	1131	6,35	11767	4,647	13/03/15 05:30
78	S107_A1.lcd	Unknown	3,515	1512	11,57	9874	4,621	13/03/15 18:42
79	S111_A1.lcd	Unknown	3,546	1474	10,88	6896	4,617	13/03/15 03:21
80	S116_A1.lcd	Unknown	3,521	2017	12,81	7017	4,5	13/03/15 10:19
81	S117_A1.lcd	Unknown	3,521	1932	9,43	5327	4,635	13/03/15 14:38
82	S118_A1.lcd	Unknown	3,521	2008	14,15	16203	4,618	13/03/15 11:02
83	S124_A1.lcd	Unknown	3,531	1903	11,89	4802	4,829	13/03/15 13:11
84	S130_A1.lcd	Unknown	3,532	2069	5,48	8000	4,733	13/03/15 17:45
85	S130_B1.lcd	Unknown	3,567	1543	8,36	2316	4,626	13/03/15 03:06
86	S132_A1.lcd	Unknown	3,529	2180	14,66	6266	4,519	13/03/15 11:16
87	S132_B1.lcd	Unknown	3,538	2246	13,04	5465	4,56	13/03/15 09:21
88	S134_A1.lcd	Unknown	3,54	982	4,75	-----	-----	13/03/15 02:23
89	S135_A1.lcd	Unknown	3,538	1420	11,97	6484	4,613	13/03/15 16:33
90	S138_A1.lcd	Unknown	3,541	1269	5,02	13584	4,601	13/03/15 01:25
91	S144_A1.lcd	Unknown	3,534	717	8,14	5757	4,626	13/03/15 08:38
92	S145_A1.lcd	Unknown	3,53	1071	7,22	5008	4,796	13/03/15 17:02
93	S150_A1.lcd	Unknown	3,538	904	10,4	8694	4,656	13/03/15 08:23
94	S151_A1.lcd	Unknown	3,57	1675	4,31	8839	4,847	12/03/15 23:30
95	S155_A1.lcd	Unknown	3,531	1061	4,38	14753	4,637	13/03/15 12:43
96	S158_A1.lcd	Unknown	3,515	850	4,04	6333	4,655	13/03/15 00:13
97	S159_A1.lcd	Unknown	3,536	1851	9,44	9732	4,623	13/03/15 16:47
98	S162_A1.lcd	Unknown	3,53	1962	7,98	5664	4,625	13/03/15 18:14
99	S171_A1.lcd	Unknown	3,529	1432	11,08	7609	4,619	13/03/15 09:50
100	S172_A1.lcd	Unknown	3,521	1277	13,23	4064	4,422	13/03/15 16:04
101	S178_A1.lcd	Unknown	3,379	719	4,71	4118	4,633	13/03/15 07:11
102	S178_B1.lcd	Unknown	3,515	1028	9,82	2928	4,593	13/03/15 13:40
103	S180_A1.lcd	Unknown	3,536	1925	7,18	4900	4,863	13/03/15 03:50
104	S189_A1.lcd	Unknown	3,519	1502	8,56	6648	4,642	13/03/15 12:00
105	S190_A1.lcd	Unknown	3,479	1611	15,33	6532	4,641	13/03/15 00:42
106	S192_A1.lcd	Unknown	3,44	2025	12,5	5663	4,703	13/03/15 00:56
107	S192_B1.lcd	Unknown	3,527	1498	6,99	3166	4,618	13/03/15 19:11
108	S195_A1.lcd	Unknown	3,388	301	1,18	11846	4,772	13/03/15 01:11
109	S199_A1.lcd	Unknown	3,555	1948	10,42	9620	4,639	13/03/15 14:09
110	S200_A1.lcd	Unknown	3,373	564	0,99	5067	4,664	13/03/15 06:14
111	S202_A1.lcd	Unknown	3,541	1210	4,67	14481	4,441	13/03/15 05:59
								
ID#	2							
Name	8-iso-PGF3a							
	Data Filename	Sample Type	Ret. Time	Area	S/N	ISTD Area	ISTD Ret.Time	Date Acquired
1	S0002BLANK_B2.lcd	Unknown	3,784	243	2,35	220	4,674	13/03/15 22:33
2	S0002QC_H2.lcd	Unknown	3,902	1444	3,12	1129	4,577	13/03/15 22:47
3	S0003BLANK_A1.lcd	Unknown	3,716	420	1,54	-----	-----	12/03/15 20:37
4	S0003BLANK_A2.lcd	Unknown	3,864	656	3,83	-----	-----	12/03/15 23:01
5	S0003BLANK_B1.lcd	Unknown	3,784	704	5,57	-----	-----	13/03/15 19:40
6	S0003BLANK_B2.lcd	Unknown	3,731	1107	10,19	-----	-----	13/03/15 22:04
7	S0003CAL0_A1.lcd	Unknown	3,893	14001	6,82	-----	-----	12/03/15 21:06
8	S0003CAL0_A2.lcd	Unknown	3,897	4678	4,7	8152	4,434	13/03/15 20:09
9	S0003CAL1_A1.lcd	Unknown	3,86	6792	5,47	41968	4,878	12/03/15 21:20
10	S0003CAL1_A2.lcd	Unknown	3,893	6204	6,68	20241	4,439	13/03/15 20:23
11	S0003CAL2_A1.lcd	Unknown	3,797	8009	9,09	40912	4,81	12/03/15 21:34
12	S0003CAL2_A2.lcd	Unknown	3,896	9099	3,39	33351	4,438	13/03/15 20:38
13	S0003CAL3_A1.lcd	Unknown	3,787	10028	13,1	40686	4,79	12/03/15 21:49
14	S0003CAL3_A2.lcd	Unknown	3,901	11847	3,66	60041	4,443	13/03/15 20:52
15	S0003CAL4_A1.lcd	Unknown	3,772	8563	7,84	178621	4,727	12/03/15 22:03
16	S0003CAL4_A2.lcd	Unknown	3,84	13150	2,75	8934	4,643	13/03/15 21:06
17	S0003CAL5_A1.lcd	Unknown	3,936	59876	29,9	333542	4,709	12/03/15 22:18
18	S0003CAL5_A2.lcd	Unknown	3,942	10938	6,14	343054	4,442	13/03/15 21:21
19	S0003CAL7_A1.lcd	Unknown	3,929	107102	66,24	600743	4,703	12/03/15 22:32
20	S0003CAL7_A2.lcd	Unknown	3,711	76580	68,06	602324	4,448	13/03/15 21:35
21	S0003QC_A1.lcd	Unknown	3,927	12220	5,78	402	4,392	12/03/15 20:22
22	S0003QC_A2.lcd	Unknown	3,887	14933	5,33	-----	-----	12/03/15 20:51
23	S0003QC_B1.lcd	Unknown	3,753	5701	4,39	-----	-----	12/03/15 22:46
24	S0003QC_B2.lcd	Unknown	3,734	5913	4,8	10183	4,881	12/03/15 23:16
25	S0003QC_C1.lcd	Unknown	3,886	3815	3,81	7933	4,411	13/03/15 01:40
26	S0003QC_C2.lcd	Unknown	3,984	7298	4,11	9236	4,647	13/03/15 04:18
27	S0003QC_D1.lcd	Unknown	3,915	5291	3,93	4055	4,659	13/03/15 06:57
28	S0003QC_D2.lcd	Unknown	3,885	4097	4,61	10461	4,407	13/03/15 09:35
29	S0003QC_E1.lcd	Unknown	3,936	8421	6,32	9175	4,401	13/03/15 12:14
30	S0003QC_E2.lcd	Unknown	3,883	4654	5,66	8222	4,607	13/03/15 14:52
31	S0003QC_F1.lcd	Unknown	3,885	4056	3,27	5164	4,809	13/03/15 17:30
32	S0003QC_G1.lcd	Unknown	3,888	5484	4,37	8093	4,412	13/03/15 19:26
33	S0003QC_G2.lcd	Unknown	3,891	4094	5,02	9660	4,631	13/03/15 19:54
34	S0003QC_H1.lcd	Unknown	3,965	8363	4,3	5009	4,634	13/03/15 21:50
35	S0003QC_H2.lcd	Unknown	3,958	9866	5,76	11172	4,435	13/03/15 22:18
36	S002_A1.lcd	Unknown	3,941	12494	5,65	6953	4,63	13/03/15 10:04
37	S006_A1.lcd	Unknown	3,798	2614	2,93	1788	4,826	13/03/15 02:52
38	S006_B1.lcd	Unknown	3,94	23127	36,75	3623	4,414	13/03/15 17:59
39	S010_A1.lcd	Unknown	3,985	7381	4,49	13606	4,659	13/03/15 03:35
40	S011_A1.lcd	Unknown	-----	-----	-----	15780	4,414	13/03/15 15:21
41	S017_A1.lcd	Unknown	3,887	9790	8,24	13228	4,412	13/03/15 17:16
42	S020_A1.lcd	Unknown	3,898	9799	9,5	3887	4,826	13/03/15 09:06
43	S020_B1.lcd	Unknown	3,881	7223	8,29	12239	4,568	13/03/15 11:31
44	S021_A1.lcd	Unknown	3,731	12370	7,48	2925	4,683	12/03/15 23:44
45	S023_A1.lcd	Unknown	3,945	3649	3,67	-----	-----	13/03/15 15:07
46	S025_A1.lcd	Unknown	3,957	8180	5,06	5772	4,618	13/03/15 01:54
47	S027_A1.lcd	Unknown	3,903	8999	6,03	6972	4,624	13/03/15 02:37
48	S028_A1.lcd	Unknown	3,975	5911	3,95	14022	4,638	13/03/15 18:57
49	S030_A1.lcd	Unknown	3,868	14038	4,37	8443	4,61	13/03/15 04:04
50	S034_A1.lcd	Unknown	3,902	10770	3,74	5037	4,42	13/03/15 07:40
51	S040_A1.lcd	Unknown	3,804	7496	2,19	9200	4,601	13/03/15 07:54
52	S043_A1.lcd	Unknown	3,907	6418	3,4	20833	4,444	13/03/15 08:09
53	S047_A1.lcd	Unknown	3,888	8602	8,49	5458	4,663	13/03/15 18:28
54	S053_A1.lcd	Unknown	3,887	5719	4,67	2818	4,72	13/03/15 13:26
55	S053_B1.lcd	Unknown	-----	-----	-----	6822	4,76	13/03/15 07:26
56	S058_A1.lcd	Unknown	3,939	10846	7,89	5293	4,4	13/03/15 13:55
57	S062_A1.lcd	Unknown	3,955	14675	5,24	20204	4,397	13/03/15 10:33
58	S065_A1.lcd	Unknown	3,942	22357	13,4	10769	4,404	13/03/15 12:57
59	S066_A1.lcd	Unknown	3,913	2416	2,39	7733	4,615	13/03/15 04:33
60	S069_A1.lcd	Unknown	3,974	3919	2,54	9224	4,694	13/03/15 05:02
61	S069_B1.lcd	Unknown	3,882	6013	4,29	8294	4,657	13/03/15 15:50
62	S072_A1.lcd	Unknown	3,858	7438	1,77	6024	4,672	12/03/15 23:59
63	S075_A1.lcd	Unknown	3,817	13034	3,37	23276	4,795	13/03/15 00:28
64	S079_A1.lcd	Unknown	3,901	7663	5,93	5461	4,747	13/03/15 02:08
65	S084_A1.lcd	Unknown	3,878	4822	4,19	30820	4,406	13/03/15 12:28
66	S086_A1.lcd	Unknown	3,96	13080	5,03	15729	4,415	13/03/15 08:52
67	S093_A1.lcd	Unknown	3,93	11257	6,23	9091	4,403	13/03/15 10:48
68	S095_A1.lcd	Unknown	3,911	3972	3,52	6571	4,709	13/03/15 06:28
69	S097_A1.lcd	Unknown	3,938	11256	6,09	7468	4,618	13/03/15 14:23
70	S099_A1.lcd	Unknown	3,888	2957	3,7	12604	4,619	13/03/15 11:45
71	S100_A1.lcd	Unknown	3,957	5844	7,69	6276	4,616	13/03/15 16:19
72	S101_A1.lcd	Unknown	4,002	8495	3,42	7436	4,714	13/03/15 06:42
73	S102_A1.lcd	Unknown	3,814	5907	1,48	7495	4,75	13/03/15 05:45
74	S104_A1.lcd	Unknown	3,905	5754	3,71	8703	4,437	13/03/15 04:47
75	S105_A1.lcd	Unknown	3,844	11332	6,73	10337	4,403	13/03/15 15:35
76	S105_B1.lcd	Unknown	3,849	6868	3,92	6478	4,424	13/03/15 05:16
77	S106_A1.lcd	Unknown	3,791	4127	1,76	11767	4,647	13/03/15 05:30
78	S107_A1.lcd	Unknown	3,881	10506	4,78	9874	4,621	13/03/15 18:42
79	S111_A1.lcd	Unknown	3,968	4183	3,2	6896	4,617	13/03/15 03:21
80	S116_A1.lcd	Unknown	3,784	3342	4,94	7017	4,5	13/03/15 10:19
81	S117_A1.lcd	Unknown	3,931	8620	3,39	5327	4,635	13/03/15 14:38
82	S118_A1.lcd	Unknown	3,933	9945	6,49	16203	4,618	13/03/15 11:02
83	S124_A1.lcd	Unknown	3,886	10923	8,62	4802	4,829	13/03/15 13:11
84	S130_A1.lcd	Unknown	3,834	7279	2,12	8000	4,733	13/03/15 17:45
85	S130_B1.lcd	Unknown	3,966	18860	9,12	2316	4,626	13/03/15 03:06
86	S132_A1.lcd	Unknown	3,878	5381	7,68	6266	4,519	13/03/15 11:16
87	S132_B1.lcd	Unknown	3,899	8412	6,66	5465	4,56	13/03/15 09:21
88	S134_A1.lcd	Unknown	3,976	7010	7,59	-----	-----	13/03/15 02:23
89	S135_A1.lcd	Unknown	3,966	4540	3,9	6484	4,613	13/03/15 16:33
90	S138_A1.lcd	Unknown	3,906	6789	3,57	13584	4,601	13/03/15 01:25
91	S144_A1.lcd	Unknown	3,892	7061	6,38	5757	4,626	13/03/15 08:38
92	S145_A1.lcd	Unknown	3,942	10111	4,44	5008	4,796	13/03/15 17:02
93	S150_A1.lcd	Unknown	3,98	3628	5,95	8694	4,656	13/03/15 08:23
94	S151_A1.lcd	Unknown	3,731	5547	4,9	8839	4,847	12/03/15 23:30
95	S155_A1.lcd	Unknown	3,89	9653	3,72	14753	4,637	13/03/15 12:43
96	S158_A1.lcd	Unknown	3,64	7083	3,05	6333	4,655	13/03/15 00:13
97	S159_A1.lcd	Unknown	3,952	9135	4,97	9732	4,623	13/03/15 16:47
98	S162_A1.lcd	Unknown	3,949	13356	13,15	5664	4,625	13/03/15 18:14
99	S171_A1.lcd	Unknown	3,934	12177	6,12	7609	4,619	13/03/15 09:50
100	S172_A1.lcd	Unknown	3,779	1753	2,21	4064	4,422	13/03/15 16:04
101	S178_A1.lcd	Unknown	3,867	2264	1,58	4118	4,633	13/03/15 07:11
102	S178_B1.lcd	Unknown	3,963	3454	6,51	2928	4,593	13/03/15 13:40
103	S180_A1.lcd	Unknown	3,966	12917	5,5	4900	4,863	13/03/15 03:50
104	S189_A1.lcd	Unknown	3,935	55642	65,67	6648	4,642	13/03/15 12:00
105	S190_A1.lcd	Unknown	3,684	9642	8,32	6532	4,641	13/03/15 00:42
106	S192_A1.lcd	Unknown	3,757	13941	4,89	5663	4,703	13/03/15 00:56
107	S192_B1.lcd	Unknown	3,881	5683	5,8	3166	4,618	13/03/15 19:11
108	S195_A1.lcd	Unknown	3,813	1347	1,79	11846	4,772	13/03/15 01:11
109	S199_A1.lcd	Unknown	3,891	3989	3,92	9620	4,639	13/03/15 14:09
110	S200_A1.lcd	Unknown	3,91	7371	4,05	5067	4,664	13/03/15 06:14
111	S202_A1.lcd	Unknown	3,977	6546	4,8	14481	4,441	13/03/15 05:59
								
ID#	3							
Name	2_3-dinor-11b-PGF2a							
	Data Filename	Sample Type	Ret. Time	Area	S/N	ISTD Area	ISTD Ret.Time	Date Acquired
1	S0002BLANK_B2.lcd	Unknown	-----	-----	-----	273	5,152	13/03/15 22:33
2	S0002QC_H2.lcd	Unknown	-----	-----	-----	1649	5,361	13/03/15 22:47
3	S0003BLANK_A1.lcd	Unknown	-----	-----	-----	194	5,21	12/03/15 20:37
4	S0003BLANK_A2.lcd	Unknown	-----	-----	-----	400	5,271	12/03/15 23:01
5	S0003BLANK_B1.lcd	Unknown	-----	-----	-----	450	5,338	13/03/15 19:40
6	S0003BLANK_B2.lcd	Unknown	-----	-----	-----	639	5,486	13/03/15 22:04
7	S0003CAL0_A1.lcd	Unknown	-----	-----	-----	2853	5,264	12/03/15 21:06
8	S0003CAL0_A2.lcd	Unknown	3,845	622	31,55	8342	5,352	13/03/15 20:09
9	S0003CAL1_A1.lcd	Unknown	3,684	212	16,95	1926	5,221	12/03/15 21:20
10	S0003CAL1_A2.lcd	Unknown	3,842	724	48,48	1726	5,27	13/03/15 20:23
11	S0003CAL2_A1.lcd	Unknown	3,721	108	2,23	2051	5,16	12/03/15 21:34
12	S0003CAL2_A2.lcd	Unknown	3,84	913	24,8	16284	5,341	13/03/15 20:38
13	S0003CAL3_A1.lcd	Unknown	3,988	10590	686,61	2440	5,125	12/03/15 21:49
14	S0003CAL3_A2.lcd	Unknown	3,846	649	17,45	37257	5,341	13/03/15 20:52
15	S0003CAL4_A1.lcd	Unknown	3,973	35491	1509,81	4641	5,159	12/03/15 22:03
16	S0003CAL4_A2.lcd	Unknown	3,832	798	2,18	97696	5,347	13/03/15 21:06
17	S0003CAL5_A1.lcd	Unknown	3,962	64782	2728,32	426362	5,284	12/03/15 22:18
18	S0003CAL5_A2.lcd	Unknown	3,844	1768	2,73	181292	5,339	13/03/15 21:21
19	S0003CAL7_A1.lcd	Unknown	3,954	122547	9495,88	795640	5,278	12/03/15 22:32
20	S0003CAL7_A2.lcd	Unknown	3,841	1302	2,87	315524	5,345	13/03/15 21:35
21	S0003QC_A1.lcd	Unknown	-----	-----	-----	439	5,221	12/03/15 20:22
22	S0003QC_A2.lcd	Unknown	-----	-----	-----	2601	5,282	12/03/15 20:51
23	S0003QC_B1.lcd	Unknown	-----	-----	-----	8161	5,125	12/03/15 22:46
24	S0003QC_B2.lcd	Unknown	-----	-----	-----	15712	5,307	12/03/15 23:16
25	S0003QC_C1.lcd	Unknown	3,826	590	35,44	5545	5,312	13/03/15 01:40
26	S0003QC_C2.lcd	Unknown	3,845	544	39,21	15216	5,045	13/03/15 04:18
27	S0003QC_D1.lcd	Unknown	3,842	645	48,62	16438	5,05	13/03/15 06:57
28	S0003QC_D2.lcd	Unknown	3,818	718	60,49	6274	5,405	13/03/15 09:35
29	S0003QC_E1.lcd	Unknown	3,818	643	49,12	6585	5,258	13/03/15 12:14
30	S0003QC_E2.lcd	Unknown	3,831	707	89,92	17658	5,337	13/03/15 14:52
31	S0003QC_F1.lcd	Unknown	3,825	397	43,52	18714	5,341	13/03/15 17:30
32	S0003QC_G1.lcd	Unknown	3,827	744	85,11	5443	5,347	13/03/15 19:26
33	S0003QC_G2.lcd	Unknown	3,833	934	72,3	9986	5,341	13/03/15 19:54
34	S0003QC_H1.lcd	Unknown	3,831	620	48,42	8551	5,353	13/03/15 21:50
35	S0003QC_H2.lcd	Unknown	3,84	766	68,97	5550	5,344	13/03/15 22:18
36	S002_A1.lcd	Unknown	3,818	623	50,2	8278	5,336	13/03/15 10:04
37	S006_A1.lcd	Unknown	3,853	298	16,63	6312	5,347	13/03/15 02:52
38	S006_B1.lcd	Unknown	3,816	375	54,63	1913	5,143	13/03/15 17:59
39	S010_A1.lcd	Unknown	3,861	282	30,89	6489	5,367	13/03/15 03:35
40	S011_A1.lcd	Unknown	3,829	368	25,78	1961	5,248	13/03/15 15:21
41	S017_A1.lcd	Unknown	3,833	696	46,54	22611	5,336	13/03/15 17:16
42	S020_A1.lcd	Unknown	3,839	459	72,87	3459	5,272	13/03/15 09:06
43	S020_B1.lcd	Unknown	3,826	597	44,31	16894	5,318	13/03/15 11:31
44	S021_A1.lcd	Unknown	-----	-----	-----	17948	5,147	12/03/15 23:44
45	S023_A1.lcd	Unknown	3,818	482	41,35	3418	5,071	13/03/15 15:07
46	S025_A1.lcd	Unknown	-----	-----	-----	4888	5,323	13/03/15 01:54
47	S027_A1.lcd	Unknown	3,845	375	30,93	16416	5,029	13/03/15 02:37
48	S028_A1.lcd	Unknown	3,83	493	71,85	19689	5,008	13/03/15 18:57
49	S030_A1.lcd	Unknown	3,845	536	30,13	10127	5,358	13/03/15 04:04
50	S034_A1.lcd	Unknown	3,849	934	94,66	13477	5,359	13/03/15 07:40
51	S040_A1.lcd	Unknown	3,831	243	13,2	5731	5,27	13/03/15 07:54
52	S043_A1.lcd	Unknown	3,84	1500	86,25	10693	5,375	13/03/15 08:09
53	S047_A1.lcd	Unknown	3,831	527	67,28	8960	5,343	13/03/15 18:28
54	S053_A1.lcd	Unknown	3,831	519	46,3	2823	5,333	13/03/15 13:26
55	S053_B1.lcd	Unknown	3,84	398	80,84	5297	5,364	13/03/15 07:26
56	S058_A1.lcd	Unknown	-----	-----	-----	8251	5,388	13/03/15 13:55
57	S062_A1.lcd	Unknown	3,827	718	52,29	14318	5,246	13/03/15 10:33
58	S065_A1.lcd	Unknown	3,826	636	64,11	6043	5,329	13/03/15 12:57
59	S066_A1.lcd	Unknown	3,861	351	52,05	16445	5,038	13/03/15 04:33
60	S069_A1.lcd	Unknown	-----	-----	-----	14557	5,031	13/03/15 05:02
61	S069_B1.lcd	Unknown	3,83	167	27,01	11782	5,022	13/03/15 15:50
62	S072_A1.lcd	Unknown	-----	-----	-----	17510	5,27	12/03/15 23:59
63	S075_A1.lcd	Unknown	-----	-----	-----	17273	5,265	13/03/15 00:28
64	S079_A1.lcd	Unknown	3,839	244	18,67	3835	5,362	13/03/15 02:08
65	S084_A1.lcd	Unknown	3,824	501	102,69	4236	5,329	13/03/15 12:28
66	S086_A1.lcd	Unknown	3,823	909	35,1	9142	5,33	13/03/15 08:52
67	S093_A1.lcd	Unknown	3,825	1005	121,18	3315	5,328	13/03/15 10:48
68	S095_A1.lcd	Unknown	3,841	259	25,85	1839	5,308	13/03/15 06:28
69	S097_A1.lcd	Unknown	3,84	489	75,67	6065	5,3	13/03/15 14:23
70	S099_A1.lcd	Unknown	3,838	460	77,02	13948	5,412	13/03/15 11:45
71	S100_A1.lcd	Unknown	3,848	375	47,86	2790	5,346	13/03/15 16:19
72	S101_A1.lcd	Unknown	3,843	511	31,59	14164	5,038	13/03/15 06:42
73	S102_A1.lcd	Unknown	3,842	983	116,87	9533	5,286	13/03/15 05:45
74	S104_A1.lcd	Unknown	3,844	883	158,41	8694	5,356	13/03/15 04:47
75	S105_A1.lcd	Unknown	-----	-----	-----	5532	5,271	13/03/15 15:35
